"Select Color","Select Color"
"Current Color","Current Color"
"Could not load the preview image. Please reload the page and try again.","Could not load the preview image. Please reload the page and try again."
"Use as featured image","Use as featured image"
"Saving...","Saving..."
"Could not set that as the thumbnail image. Try a different attachment.","Could not set that as the thumbnail image. Try a different attachment."
"Done","Done"
"You are about to permanently delete this menu. \n 'Cancel' to stop, 'OK' to delete.","You are about to permanently delete this menu. \n 'Cancel' to stop, 'OK' to delete."
"Saving Draft&#8230;","Saving Draft&#8230;"
"Navigation Menus","Navigation Menus"
"Navigation Menu","Navigation Menu"
"Link Categories","Link Categories"
"Link Category","Link Category"
"Search Link Categories","Search Link Categories"
"All Link Categories","All Link Categories"
"Edit Link Category","Edit Link Category"
"Update Link Category","Update Link Category"
"Add New Link Category","Add New Link Category"
"New Link Category Name","New Link Category Name"
"Taxonomies cannot exceed 32 characters in length","Taxonomies cannot exceed 32 characters in length"
"Tag","Tag"
"Category","Category"
"Search Tags","Search Tags"
"Search Categories","Search Categories"
"Popular Tags","Popular Tags"
"All Tags","All Tags"
"All Categories","All Categories"
"Parent Category","Parent Category"
"Parent Category:","Parent Category:"
"Edit Tag","Edit Tag"
"Edit Category","Edit Category"
"View Tag","View Tag"
"View Category","View Category"
"Update Tag","Update Tag"
"Update Category","Update Category"
"Add New Tag","Add New Tag"
"Add New Category","Add New Category"
"New Tag Name","New Tag Name"
"New Category Name","New Category Name"
"Separate tags with commas","Separate tags with commas"
"Add or remove tags","Add or remove tags"
"Choose from the most used tags","Choose from the most used tags"
"Empty Term","Empty Term"
"A name is required for this term","A name is required for this term"
"A term with the name provided already exists with this parent.","A term with the name provided already exists with this parent."
"Could not insert term into the database","Could not insert term into the database"
"A term with the name provided already exists.","A term with the name provided already exists."
"Could not insert term relationship into the database","Could not insert term relationship into the database"
"The slug &#8220;%s&#8221; is already in use by another term","The slug &#8220;%s&#8221; is already in use by another term"
"Invalid object ID","Invalid object ID"
"Theme without %s","Theme without %s"
"Please include a %s template in your theme.","Please include a %s template in your theme."
"%s - Comments on %s","%s - Comments on %s"
"<abbr title=\"Really Simple Syndication\">RSS</abbr> feed for comments on this post.","<abbr title=\"Really Simple Syndication\">RSS</abbr> feed for comments on this post."
"The <abbr title=\"Universal Resource Locator\">URL</abbr> to TrackBack this entry is: <em>%s</em>","The <abbr title=\"Universal Resource Locator\">URL</abbr> to TrackBack this entry is: <em>%s</em>"
"by %s &#8212; %s @ <a href=\"#comment-%s\">%s</a>","by %s &#8212; %s @ <a href=\"#comment-%s\">%s</a>"
"No comments yet.","No comments yet."
"Leave a comment","Leave a comment"
"Line and paragraph breaks automatic, e-mail address never displayed, <acronym title=\"Hypertext Markup Language\">HTML</acronym> allowed: <code>%s</code>","Line and paragraph breaks automatic, e-mail address never displayed, <acronym title=\"Hypertext Markup Language\">HTML</acronym> allowed: <code>%s</code>"
"Logged in as <a href=\"%s\">%s</a>. <a href=\"%s\" title=\"Log out of this account\">Log out &raquo;</a>","Logged in as <a href=\"%s\">%s</a>. <a href=\"%s\" title=\"Log out of this account\">Log out &raquo;</a>"
"E-mail","E-mail"
"Your Comment","Your Comment"
"Say It!","Say It!"
"Sorry, the comment form is closed at this time.","Sorry, the comment form is closed at this time."
"Close this window.","Close this window."
"Sorry, no posts matched your criteria.","Sorry, no posts matched your criteria."
"Powered by <a href=\"%s\" title=\"Powered by WordPress, state-of-the-art semantic personal publishing platform\"><strong>WordPress</strong></a>","Powered by <a href=\"%s\" title=\"Powered by WordPress, state-of-the-art semantic personal publishing platform\"><strong>WordPress</strong></a>"
"This post is password protected. Enter the password to view comments.","This post is password protected. Enter the password to view comments."
"Comments are closed.","Comments are closed."
"Logged in as <a href=\"%s\">%s</a>.","Logged in as <a href=\"%s\">%s</a>."
"Log out of this account","Log out of this account"
"Log out &raquo;","Log out &raquo;"
"(required)","(required)"
"Mail (will not be published)","Mail (will not be published)"
"<strong>XHTML:</strong> You can use these tags: <code>%s</code>","<strong>XHTML:</strong> You can use these tags: <code>%s</code>"
"Submit Comment","Submit Comment"
"%s is proudly powered by %s","%s is proudly powered by %s"
"%s and %s.","%s and %s."
"Entries (RSS)","Entries (RSS)"
"Comments (RSS)","Comments (RSS)"
"%d queries. %s seconds.","%d queries. %s seconds."
"You are currently browsing the archives for the %s category.","You are currently browsing the archives for the %s category."
"You are currently browsing the <a href=\"%s/\">%s</a> blog archives for the day %s.","You are currently browsing the <a href=\"%s/\">%s</a> blog archives for the day %s."
"l, F jS, Y","l, F jS, Y"
"You are currently browsing the <a href=\"%s/\">%s</a> blog archives for %s.","You are currently browsing the <a href=\"%s/\">%s</a> blog archives for %s."
"F, Y","F, Y"
"You are currently browsing the <a href=\"%s/\">%s</a> blog archives for the year %s.","You are currently browsing the <a href=\"%s/\">%s</a> blog archives for the year %s."
"You have searched the <a href=\"%s/\">%s</a> blog archives for <strong>&#8216;%s&#8217;</strong>. If you are unable to find anything in these search results, you can try one of these links.","You have searched the <a href=\"%s/\">%s</a> blog archives for <strong>&#8216;%s&#8217;</strong>. If you are unable to find anything in these search results, you can try one of these links."
"You are currently browsing the <a href=\"%s/\">%s</a> blog archives.","You are currently browsing the <a href=\"%s/\">%s</a> blog archives."
"This page validates as XHTML 1.0 Transitional","This page validates as XHTML 1.0 Transitional"
"Valid <abbr title=\"eXtensible HyperText Markup Language\">XHTML</abbr>","Valid <abbr title=\"eXtensible HyperText Markup Language\">XHTML</abbr>"
"XHTML Friends Network","XHTML Friends Network"
"%d WordPress Update","%d WordPress Update"
"<strong>ERROR</strong>: The username field is empty.","<strong>ERROR</strong>: The username field is empty."
"<strong>ERROR</strong>: The password field is empty.","<strong>ERROR</strong>: The password field is empty."
"<strong>ERROR</strong>: Invalid username. <a href=\"%s\" title=\"Password Lost and Found\">Lost your password</a>?","<strong>ERROR</strong>: Invalid username. <a href=\"%s\" title=\"Password Lost and Found\">Lost your password</a>?"
"<strong>ERROR</strong>: Your account has been marked as a spammer.","<strong>ERROR</strong>: Your account has been marked as a spammer."
"Site Suspended.","Site Suspended."
"<strong>ERROR</strong>: The password you entered for the username <strong>%s</strong> is incorrect. <a href=\"%s\" title=\"Password Lost and Found\">Lost your password</a>?","<strong>ERROR</strong>: The password you entered for the username <strong>%s</strong> is incorrect. <a href=\"%s\" title=\"Password Lost and Found\">Lost your password</a>?"
"Please log in again.","Please log in again."
"Cannot create a user with an empty login name.","Cannot create a user with an empty login name."
"Yahoo IM","Yahoo IM"
"Jabber / Google Talk","Jabber / Google Talk"
"There are no options for this widget.","There are no options for this widget."
"Sidebar %d","Sidebar %d"
"Sidebar","Sidebar"
"<h1>Can&#8217;t select database</h1>\n<p>We were able to connect to the database server (which means your username and password is okay) but not able to select the <code>%s</code> database.</p>\n<ul>\n<li>Are you sure it exists?</li>\n<li>Does the user <code>%s</code> have permission to use the <code>%s</code> database?</li>\n<li>On some systems the name of your database is prefixed with your username, so it would be like <code>username_%s</code>. Could that be the problem?</li>\n</ul>\n<p>If you don't know how to set up a database you should <strong>contact your host</strong>. If all else fails you may find help at the <a href=\"http://wordpress.org/support/\">WordPress Support Forums</a>.</p>","<h1>Can&#8217;t select database</h1>\n<p>We were able to connect to the database server (which means your username and password is okay) but not able to select the <code>%s</code> database.</p>\n<ul>\n<li>Are you sure it exists?</li>\n<li>Does the user <code>%s</code> have permission to use the <code>%s</code> database?</li>\n<li>On some systems the name of your database is prefixed with your username, so it would be like <code>username_%s</code>. Could that be the problem?</li>\n</ul>\n<p>If you don't know how to set up a database you should <strong>contact your host</strong>. If all else fails you may find help at the <a href=\"http://wordpress.org/support/\">WordPress Support Forums</a>.</p>"
"WordPress database error %s for query %s made by %s","WordPress database error %s for query %s made by %s"
"WordPress database error %s for query %s","WordPress database error %s for query %s"
"\n<h1>Error establishing a database connection</h1>\n<p>This either means that the username and password information in your <code>wp-config.php</code> file is incorrect or we can't contact the database server at <code>%s</code>. This could mean your host's database server is down.</p>\n<ul>\n\t<li>Are you sure you have the correct username and password?</li>\n\t<li>Are you sure that you have typed the correct hostname?</li>\n\t<li>Are you sure that the database server is running?</li>\n</ul>\n<p>If you're unsure what these terms mean you should probably contact your host. If you still need help you can always visit the <a href='http://wordpress.org/support/'>WordPress Support Forums</a>.</p>\n","\n<h1>Error establishing a database connection</h1>\n<p>This either means that the username and password information in your <code>wp-config.php</code> file is incorrect or we can't contact the database server at <code>%s</code>. This could mean your host's database server is down.</p>\n<ul>\n\t<li>Are you sure you have the correct username and password?</li>\n\t<li>Are you sure that you have typed the correct hostname?</li>\n\t<li>Are you sure that the database server is running?</li>\n</ul>\n<p>If you're unsure what these terms mean you should probably contact your host. If you still need help you can always visit the <a href='http://wordpress.org/support/'>WordPress Support Forums</a>.</p>\n"
"<strong>ERROR</strong>: WordPress %s requires MySQL %s or higher","<strong>ERROR</strong>: WordPress %s requires MySQL %s or higher"
"Links for %s","Links for %s"
"There doesn't seem to be a <code>wp-config.php</code> file. I need this before we can get started.","There doesn't seem to be a <code>wp-config.php</code> file. I need this before we can get started."
"Need more help? <a href='http://codex.wordpress.org/Editing_wp-config.php'>We got it</a>.","Need more help? <a href='http://codex.wordpress.org/Editing_wp-config.php'>We got it</a>."
"You can create a <code>wp-config.php</code> file through a web interface, but this doesn't work for all server setups. The safest way is to manually create the file.","You can create a <code>wp-config.php</code> file through a web interface, but this doesn't work for all server setups. The safest way is to manually create the file."
"Create a Configuration File","Create a Configuration File"
"Powered by WordPress","Powered by WordPress"
"Are you lost?","Are you lost?"
"&larr; Back to %s","&larr; Back to %s"
"<strong>ERROR</strong>: Enter a username or e-mail address.","<strong>ERROR</strong>: Enter a username or e-mail address."
"<strong>ERROR</strong>: There is no user registered with that email address.","<strong>ERROR</strong>: There is no user registered with that email address."
"<strong>ERROR</strong>: Invalid username or e-mail.","<strong>ERROR</strong>: Invalid username or e-mail."
"Password reset is not allowed for this user","Password reset is not allowed for this user"
"Someone requested that the password be reset for the following account:","Someone requested that the password be reset for the following account:"
"If this was a mistake, just ignore this email and nothing will happen.","If this was a mistake, just ignore this email and nothing will happen."
"To reset your password, visit the following address:","To reset your password, visit the following address:"
"[%s] Password Reset","[%s] Password Reset"
"The e-mail could not be sent.","The e-mail could not be sent."
"Possible reason: your host may have disabled the mail() function...","Possible reason: your host may have disabled the mail() function..."
"Invalid key","Invalid key"
"<strong>ERROR</strong>: Please enter a username.","<strong>ERROR</strong>: Please enter a username."
"<strong>ERROR</strong>: This username is invalid because it uses illegal characters. Please enter a valid username.","<strong>ERROR</strong>: This username is invalid because it uses illegal characters. Please enter a valid username."
"<strong>ERROR</strong>: This username is already registered. Please choose another one.","<strong>ERROR</strong>: This username is already registered. Please choose another one."
"<strong>ERROR</strong>: Please type your e-mail address.","<strong>ERROR</strong>: Please type your e-mail address."
"<strong>ERROR</strong>: The email address isn&#8217;t correct.","<strong>ERROR</strong>: The email address isn&#8217;t correct."
"<strong>ERROR</strong>: This email is already registered, please choose another one.","<strong>ERROR</strong>: This email is already registered, please choose another one."
"<strong>ERROR</strong>: Couldn&#8217;t register you... please contact the <a href=\"mailto:%s\">webmaster</a> !","<strong>ERROR</strong>: Couldn&#8217;t register you... please contact the <a href=\"mailto:%s\">webmaster</a> !"
"Sorry, that key does not appear to be valid.","Sorry, that key does not appear to be valid."
"Lost Password","Lost Password"
"Please enter your username or email address. You will receive a link to create a new password via email.","Please enter your username or email address. You will receive a link to create a new password via email."
"Username or E-mail:","Username or E-mail:"
"Get New Password","Get New Password"
"The passwords do not match.","The passwords do not match."
"Password Reset","Password Reset"
"Your password has been reset.","Your password has been reset."
"Reset Password","Reset Password"
"Enter your new password below.","Enter your new password below."
"New password","New password"
"Confirm new password","Confirm new password"
"Hint: The password should be at least seven characters long. To make it stronger, use upper and lower case letters, numbers and symbols like ! \" ? $ %s ^ &amp; ).","Hint: The password should be at least seven characters long. To make it stronger, use upper and lower case letters, numbers and symbols like ! \" ? $ %s ^ &amp; )."
"Registration Form","Registration Form"
"Register For This Site","Register For This Site"
"A password will be e-mailed to you.","A password will be e-mailed to you."
"Password Lost and Found","Password Lost and Found"
"Lost your password?","Lost your password?"
"You have logged in successfully.","You have logged in successfully."
"<strong>ERROR</strong>: Cookies are blocked or not supported by your browser. You must <a href='http://www.google.com/cookies.html'>enable cookies</a> to use WordPress.","<strong>ERROR</strong>: Cookies are blocked or not supported by your browser. You must <a href='http://www.google.com/cookies.html'>enable cookies</a> to use WordPress."
"You are now logged out.","You are now logged out."
"User registration is currently not allowed.","User registration is currently not allowed."
"Check your e-mail for the confirmation link.","Check your e-mail for the confirmation link."
"Check your e-mail for your new password.","Check your e-mail for your new password."
"Registration complete. Please check your e-mail.","Registration complete. Please check your e-mail."
"Your session has expired. Please log-in again.","Your session has expired. Please log-in again."
"<strong>You have successfully updated WordPress!</strong> Please log back in to experience the awesomeness.","<strong>You have successfully updated WordPress!</strong> Please log back in to experience the awesomeness."
"This action has been disabled by the administrator.","This action has been disabled by the administrator."
"Slow down cowboy, no need to check for new mails so often!","Slow down cowboy, no need to check for new mails so often!"
"There doesn&#8217;t seem to be any new mail.","There doesn&#8217;t seem to be any new mail."
"Author is %s","Author is %s"
"<strong>Author:</strong> %s","<strong>Author:</strong> %s"
"<strong>Posted title:</strong> %s","<strong>Posted title:</strong> %s"
"Oops: %s","Oops: %s"
"Mission complete. Message <strong>%s</strong> deleted.","Mission complete. Message <strong>%s</strong> deleted."
"Site Name:","Site Name:"
"Site Domain:","Site Domain:"
"sitename","sitename"
"domain","domain"
"Your address will be %s.","Your address will be %s."
"Must be at least 4 characters, letters and numbers only. It cannot be changed, so choose carefully!","Must be at least 4 characters, letters and numbers only. It cannot be changed, so choose carefully!"
"Site Title:","Site Title:"
"Privacy:","Privacy:"
"Allow search engines to index this site.","Allow search engines to index this site."
"Yes","Yes"
"No","No"
"(Must be at least 4 characters, letters and numbers only.)","(Must be at least 4 characters, letters and numbers only.)"
"Email&nbsp;Address:","Email&nbsp;Address:"
"We send your registration email to this address. (Double-check your email address before continuing.)","We send your registration email to this address. (Double-check your email address before continuing.)"
"Get <em>another</em> %s site in seconds","Get <em>another</em> %s site in seconds"
"There was a problem, please correct the form below and try again.","There was a problem, please correct the form below and try again."
"Welcome back, %s. By filling out the form below, you can <strong>add another site to your account</strong>. There is no limit to the number of sites you can have, so create to your heart&#8217;s content, but write responsibly!","Welcome back, %s. By filling out the form below, you can <strong>add another site to your account</strong>. There is no limit to the number of sites you can have, so create to your heart&#8217;s content, but write responsibly!"
"Sites you are already a member of:","Sites you are already a member of:"
"If you&#8217;re not going to use a great site domain, leave it for a new user. Now have at it!","If you&#8217;re not going to use a great site domain, leave it for a new user. Now have at it!"
"Create Site","Create Site"
"The site %s is yours.","The site %s is yours."
"<a href=\"http://%s\">http://%s</a> is your new site. <a href=\"%s\">Log in</a> as &#8220;%s&#8221; using your existing password.","<a href=\"http://%s\">http://%s</a> is your new site. <a href=\"%s\">Log in</a> as &#8220;%s&#8221; using your existing password."
"Get your own %s account in seconds","Get your own %s account in seconds"
"Gimme a site!","Gimme a site!"
"Just a username, please.","Just a username, please."
"Next","Next"
"%s is your new username","%s is your new username"
"But, before you can start using your new username, <strong>you must activate it</strong>.","But, before you can start using your new username, <strong>you must activate it</strong>."
"Check your inbox at <strong>%s</strong> and click the link given.","Check your inbox at <strong>%s</strong> and click the link given."
"If you do not activate your username within two days, you will have to sign up again.","If you do not activate your username within two days, you will have to sign up again."
"Signup","Signup"
"Congratulations! Your new site, %s, is almost ready.","Congratulations! Your new site, %s, is almost ready."
"But, before you can start using your site, <strong>you must activate it</strong>.","But, before you can start using your site, <strong>you must activate it</strong>."
"If you do not activate your site within two days, you will have to sign up again.","If you do not activate your site within two days, you will have to sign up again."
"Still waiting for your email?","Still waiting for your email?"
"If you haven&#8217;t received your email yet, there are a number of things you can do:","If you haven&#8217;t received your email yet, there are a number of things you can do:"
"Wait a little longer. Sometimes delivery of email can be delayed by processes outside of our control.","Wait a little longer. Sometimes delivery of email can be delayed by processes outside of our control."
"Check the junk or spam folder of your email client. Sometime emails wind up there by mistake.","Check the junk or spam folder of your email client. Sometime emails wind up there by mistake."
"Have you entered your email correctly?  You have entered %s, if it&#8217;s incorrect, you will not receive your email.","Have you entered your email correctly?  You have entered %s, if it&#8217;s incorrect, you will not receive your email."
"all","all"
"none","none"
"blog","blog"
"user","user"
"Greetings Site Administrator! You are currently allowing &#8220;%s&#8221; registrations. To change or disable registration go to your <a href=\"%s\">Options page</a>.","Greetings Site Administrator! You are currently allowing &#8220;%s&#8221; registrations. To change or disable registration go to your <a href=\"%s\">Options page</a>."
"Registration has been disabled.","Registration has been disabled."
"You must first <a href=\"%s\">log in</a>, and then you can create a new site.","You must first <a href=\"%s\">log in</a>, and then you can create a new site."
"User registration has been disabled.","User registration has been disabled."
"Site registration has been disabled.","Site registration has been disabled."
"Sorry, new registrations are not allowed at this time.","Sorry, new registrations are not allowed at this time."
"You are logged in already. No need to register again!","You are logged in already. No need to register again!"
"<p><em>The site you were looking for, <strong>%s</strong> does not exist, but you can create it now!</em></p>","<p><em>The site you were looking for, <strong>%s</strong> does not exist, but you can create it now!</em></p>"
"This is somewhat embarrassing, isn&rsquo;t it?","This is somewhat embarrassing, isn&rsquo;t it?"
"It seems we can&rsquo;t find what you&rsquo;re looking for. Perhaps searching can help.","It seems we can&rsquo;t find what you&rsquo;re looking for. Perhaps searching can help."
"Daily Archives: %s","Daily Archives: %s"
"Monthly Archives: %s","Monthly Archives: %s"
"F Y","F Y"
"Yearly Archives: %s","Yearly Archives: %s"
"Y","Y"
"Author Archives: %s","Author Archives: %s"
"About %s","About %s"
"Category Archives: %s","Category Archives: %s"
"Comment navigation","Comment navigation"
"&larr; Older Comments","&larr; Older Comments"
"Newer Comments &rarr;","Newer Comments &rarr;"
"Permalink to %s","Permalink to %s"
"Continue reading <span class=\"meta-nav\">&rarr;</span>","Continue reading <span class=\"meta-nav\">&rarr;</span>"
"Leave a reply","Leave a reply"
"1 Reply","1 Reply"
"%s Replies","%s Replies"
"Nothing Found","Nothing Found"
"Apologies, but no results were found. Perhaps searching will help find a related post.","Apologies, but no results were found. Perhaps searching will help find a related post."
"Featured post","Featured post"
"View all posts by %s <span class=\"meta-nav\">&rarr;</span>","View all posts by %s <span class=\"meta-nav\">&rarr;</span>"
"Semantic Personal Publishing Platform","Semantic Personal Publishing Platform"
"Proudly powered by %s","Proudly powered by %s"
"Primary Menu","Primary Menu"
"on","on"
"Page %s","Page %s"
"Main Sidebar","Main Sidebar"
"Appears on posts and pages except the optional Front Page template, which has its own widgets","Appears on posts and pages except the optional Front Page template, which has its own widgets"
"First Front Page Widget Area","First Front Page Widget Area"
"Appears when using the optional Front Page template with a page set as Static Front Page","Appears when using the optional Front Page template with a page set as Static Front Page"
"Second Front Page Widget Area","Second Front Page Widget Area"
"Post navigation","Post navigation"
"<span class=\"meta-nav\">&larr;</span> Older posts","<span class=\"meta-nav\">&larr;</span> Older posts"
"Newer posts <span class=\"meta-nav\">&rarr;</span>","Newer posts <span class=\"meta-nav\">&rarr;</span>"
"Pingback:","Pingback:"
"Post author","Post author"
"View all posts by %s","View all posts by %s"
"This entry was posted in %s and tagged %s on %s<span class=\"by-author\"> by %s</span>.","This entry was posted in %s and tagged %s on %s<span class=\"by-author\"> by %s</span>."
"This entry was posted in %s on %s<span class=\"by-author\"> by %s</span>.","This entry was posted in %s on %s<span class=\"by-author\"> by %s</span>."
"This entry was posted on %s<span class=\"by-author\"> by %s</span>.","This entry was posted on %s<span class=\"by-author\"> by %s</span>."
"Menu","Menu"
"Skip to content","Skip to content"
"<span class=\"meta-prep meta-prep-entry-date\">Published </span> <span class=\"entry-date\"><time class=\"entry-date\" datetime=\"%s\">%s</time></span> at <a href=\"%s\" title=\"Link to full-size image\">%s &times; %s</a> in <a href=\"%s\" title=\"Return to %s\" rel=\"gallery\">%s</a>.","<span class=\"meta-prep meta-prep-entry-date\">Published </span> <span class=\"entry-date\"><time class=\"entry-date\" datetime=\"%s\">%s</time></span> at <a href=\"%s\" title=\"Link to full-size image\">%s &times; %s</a> in <a href=\"%s\" title=\"Return to %s\" rel=\"gallery\">%s</a>."
"&larr; Previous","&larr; Previous"
"Next &rarr;","Next &rarr;"
"No posts to display","No posts to display"
"Ready to publish your first post? <a href=\"%s\">Get started here</a>.","Ready to publish your first post? <a href=\"%s\">Get started here</a>."
"Search Results for: %s","Search Results for: %s"
"Sorry, but nothing matched your search criteria. Please try again with some different keywords.","Sorry, but nothing matched your search criteria. Please try again with some different keywords."
"Tag Archives: %s","Tag Archives: %s"
"The 2012 theme for WordPress is a fully responsive theme that looks great on any device. Features include a front page template with its own widgets, an optional display font, styling for post formats on both index and single views, and an optional no-sidebar page template. Make it yours with a custom menu, header image, and background.","The 2012 theme for WordPress is a fully responsive theme that looks great on any device. Features include a front page template with its own widgets, an optional display font, styling for post formats on both index and single views, and an optional no-sidebar page template. Make it yours with a custom menu, header image, and background."
"the WordPress team","the WordPress team"
"Front Page Template","Front Page Template"
"Welcome to WordPress %s","Welcome to WordPress %s"
"Thank you for updating to the latest version! WordPress %s is more polished and enjoyable than ever before. We hope you like it.","Thank you for updating to the latest version! WordPress %s is more polished and enjoyable than ever before. We hope you like it."
"Version %s","Version %s"
"What&#8217;s New","What&#8217;s New"
"Credits","Credits"
"Freedoms","Freedoms"
"For more information, see <a href=\"%s\">the release notes</a>.","For more information, see <a href=\"%s\">the release notes</a>."
"New Media Manager","New Media Manager"
"Beautiful Interface","Beautiful Interface"
"Adding media has been streamlined with an all-new experience, making it a breeze to upload files and place them into your posts.","Adding media has been streamlined with an all-new experience, making it a breeze to upload files and place them into your posts."
"Picturesque Galleries","Picturesque Galleries"
"Creating image galleries is faster with drag and drop reordering, inline caption editing, and simplified controls for layout.","Creating image galleries is faster with drag and drop reordering, inline caption editing, and simplified controls for layout."
"New Default Theme","New Default Theme"
"Introducing Twenty Twelve","Introducing Twenty Twelve"
"The newest default theme for WordPress is simple, flexible, and elegant.","The newest default theme for WordPress is simple, flexible, and elegant."
"What makes it really shine are the design details, like the gorgeous Open Sans typeface and a fully responsive design that looks great on any device.","What makes it really shine are the design details, like the gorgeous Open Sans typeface and a fully responsive design that looks great on any device."
"Naturally, Twenty Twelve supports all the theme features you’ve come to know and love, but it is also designed to be as great for a website as it is for a blog.","Naturally, Twenty Twelve supports all the theme features you’ve come to know and love, but it is also designed to be as great for a website as it is for a blog."
"Retina Ready","Retina Ready"
"So Sharp You Can&#8217;t See the Pixels","So Sharp You Can&#8217;t See the Pixels"
"The WordPress dashboard now looks beautiful on high-resolution screens like those found on the iPad, Kindle Fire HD, Nexus 10, and MacBook Pro with Retina Display. Icons and other visual elements are crystal clear and full of detail.","The WordPress dashboard now looks beautiful on high-resolution screens like those found on the iPad, Kindle Fire HD, Nexus 10, and MacBook Pro with Retina Display. Icons and other visual elements are crystal clear and full of detail."
"Smoother Experience","Smoother Experience"
"Better Accessibility","Better Accessibility"
"WordPress supports more usage modes than ever before. Screenreaders, touch devices, and mouseless workflows all have improved ease of use and accessibility.","WordPress supports more usage modes than ever before. Screenreaders, touch devices, and mouseless workflows all have improved ease of use and accessibility."
"More Polish","More Polish"
"A number of screens and controls have been refined. For example, a new color picker makes it easier for you to choose that perfect shade of blue.","A number of screens and controls have been refined. For example, a new color picker makes it easier for you to choose that perfect shade of blue."
"Under the Hood","Under the Hood"
"Meta Query Additions","Meta Query Additions"
"The <code>WP_Comment_Query</code> and <code>WP_User_Query</code> classes now support meta queries just like <code>WP_Query.</code> Meta queries now support querying for objects without a particular meta key.","The <code>WP_Comment_Query</code> and <code>WP_User_Query</code> classes now support meta queries just like <code>WP_Query.</code> Meta queries now support querying for objects without a particular meta key."
"Post Objects","Post Objects"
"Post objects are now instances of a <code>WP_Post</code> class, which improves performance by loading selected properties on demand.","Post objects are now instances of a <code>WP_Post</code> class, which improves performance by loading selected properties on demand."
"Image Editing API","Image Editing API"
"The <code>WP_Image_Editor</code> class abstracts image editing functionality such as cropping and scaling, and uses ImageMagick when available.","The <code>WP_Image_Editor</code> class abstracts image editing functionality such as cropping and scaling, and uses ImageMagick when available."
"Multisite Improvements","Multisite Improvements"
"<code>switch_to_blog()</code> is now significantly faster and more reliable.","<code>switch_to_blog()</code> is now significantly faster and more reliable."
"The <a href=\"%s\">WordPress API</a> is now always enabled, and supports fetching users, editing profiles, managing post revisions, and searching posts.","The <a href=\"%s\">WordPress API</a> is now always enabled, and supports fetching users, editing profiles, managing post revisions, and searching posts."
"http://codex.wordpress.org/XML-RPC_WordPress_API","http://codex.wordpress.org/XML-RPC_WordPress_API"
"External Libraries","External Libraries"
"WordPress now includes the <a href=\"%s\">Underscore</a> and <a href=\"%s\">Backbone</a> JavaScript libraries. TinyMCE, jQuery, jQuery UI, and SimplePie have all been updated to the latest versions.","WordPress now includes the <a href=\"%s\">Underscore</a> and <a href=\"%s\">Backbone</a> JavaScript libraries. TinyMCE, jQuery, jQuery UI, and SimplePie have all been updated to the latest versions."
"Return to Updates","Return to Updates"
"Return to Dashboard &rarr; Updates","Return to Dashboard &rarr; Updates"
"Go to Dashboard &rarr; Home","Go to Dashboard &rarr; Home"
"Go to Dashboard","Go to Dashboard"
"Thank you for creating with <a href=\"http://wordpress.org/\">WordPress</a>.","Thank you for creating with <a href=\"http://wordpress.org/\">WordPress</a>."
"Global Dashboard","Global Dashboard"
"Skip to main content","Skip to main content"
"Main content","Main content"
"Invalid plugin page","Invalid plugin page"
"Cannot load %s.","Cannot load %s."
"You are not allowed to import.","You are not allowed to import."
"Import","Import"
"Unknown post type.","Unknown post type."
"You are not allowed to edit this item.","You are not allowed to edit this item."
"&#8220;%s&#8221; has failed to upload due to an error","&#8220;%s&#8221; has failed to upload due to an error"
"Edit Comment","Edit Comment"
"Overview","Overview"
"You can edit the information left in a comment if needed. This is often useful when you notice that a commenter has made a typographical error.","You can edit the information left in a comment if needed. This is often useful when you notice that a commenter has made a typographical error."
"You can also moderate the comment from this screen using the Status box, where you can also change the timestamp of the comment.","You can also moderate the comment from this screen using the Status box, where you can also change the timestamp of the comment."
"For more information:","For more information:"
"<a href=\"http://codex.wordpress.org/Administration_Screens#Comments\" target=\"_blank\">Documentation on Comments</a>","<a href=\"http://codex.wordpress.org/Administration_Screens#Comments\" target=\"_blank\">Documentation on Comments</a>"
"<a href=\"http://wordpress.org/support/\" target=\"_blank\">Support Forums</a>","<a href=\"http://wordpress.org/support/\" target=\"_blank\">Support Forums</a>"
"Oops, no comment with this ID.","Oops, no comment with this ID."
"Go back","Go back"
"You are not allowed to edit this comment.","You are not allowed to edit this comment."
"This comment is in the Trash. Please move it out of the Trash if you want to edit it.","This comment is in the Trash. Please move it out of the Trash if you want to edit it."
"Moderate Comment","Moderate Comment"
"You are about to mark the following comment as spam:","You are about to mark the following comment as spam:"
"Spam Comment","Spam Comment"
"You are about to move the following comment to the Trash:","You are about to move the following comment to the Trash:"
"Trash Comment","Trash Comment"
"You are about to delete the following comment:","You are about to delete the following comment:"
"Permanently Delete Comment","Permanently Delete Comment"
"You are about to approve the following comment:","You are about to approve the following comment:"
"Approve Comment","Approve Comment"
"This comment is currently approved.","This comment is currently approved."
"This comment is currently marked as spam.","This comment is currently marked as spam."
"This comment is currently in the Trash.","This comment is currently in the Trash."
"Caution:","Caution:"
"You are not allowed to edit comments on this post.","You are not allowed to edit comments on this post."
"Unknown action.","Unknown action."
"WordPress is created by a <a href=\"%s\">worldwide team</a> of passionate individuals. <a href=\"%s\">Get involved in WordPress</a>.","WordPress is created by a <a href=\"%s\">worldwide team</a> of passionate individuals. <a href=\"%s\">Get involved in WordPress</a>."
